stress,resilience,social_support,mood
0.33973713224089863,0.6917041419297288,0.5647688538100692,0.0
0.2812677300221331,0.6859517825830491,0.6579212815507391,0.0
0.2624420491252038,0.7325536026151578,0.4536582307187538,0.0
0.3193569817252827,0.5852031853205321,0.3275082167486967,0.0
0.21897351037324608,0.7188548399557164,0.4091975924478789,0.0
0.4192519015137243,0.6854534219708078,0.5483351586323442,0.0
0.2584493820379854,0.7056553553825919,0.42648298042132154,0.0
0.25394890480649557,0.6814983750124034,0.48141167694061215,0.0
0.3009202220209653,0.635537344262646,0.6238368293738707,0.0
0.3187090876003804,0.5814197925672134,0.40876373327370874,0.0
0.3630773263996328,0.7082820968713982,0.5697825003763359,0.0
0.18571824077060578,0.6548093474963175,0.5352834515191813,0.0
0.3314894631654769,0.5922175906782359,0.6137557255546395,0.0
0.2498462399755233,0.734700577330452,0.6844472808647551,0.0
0.2368625981421889,0.6794472574489271,0.6144736717555164,0.0
0.2676660609723768,0.6858604614001709,0.5069235530578918,0.0
0.37100206579153583,0.7783744017142493,0.6103560383004613,0.0
0.3349308820038107,0.6582928147236925,0.6536966110093361,0.0
0.3031339168712039,0.7908786193488403,0.35558254004952017,0.0
0.3129637654590537,0.679059558972048,0.6267331281120448,0.0
0.29042624897299907,0.7174267542907047,0.7964183695696305,0.0
0.24332051176854497,0.6658945773849277,0.7401691768656863,0.0
0.2656191836986369,0.7267960459868014,0.6583367200302829,0.0
0.2518357524898118,0.6763402712041339,0.609418149782263,0.0
0.33168962216516606,0.7116633163307933,0.6491403107597249,0.0
0.19677034063596685,0.6697612806340784,0.6389336291042107,0.0
0.29709714306671925,0.7192430514088722,0.8618236708779408,0.0
0.3306040312578211,0.6905332450540299,0.4813279592269835,0.0
0.3148184167952821,0.8427945267491171,0.6539689842787755,0.0
0.30722305842358055,0.624879317742828,0.7874873622083898,0.0
0.37528255576344377,0.6394367527123156,0.8304907343526406,0.0
0.3589485675040216,0.8254273375485986,0.5911576707459618,0.0
0.3199721092070113,0.663791460753028,0.5351449601524174,0.0
0.2270157029019116,0.7224155458381109,0.5982688798356504,0.0
0.24933973661310105,0.6746763090276594,0.7715630249959977,0.0
0.33219679476833036,0.7714285652569456,0.5381560556175319,0.0
0.3347906235398739,0.7399093723066386,0.5752093079858465,0.0
0.35575532524935183,0.7108190803939911,0.7239536641082424,0.0
0.25959802227372075,0.7069352218296602,0.7282116264035228,0.0
0.46326196089158056,0.7214299752547072,0.5797740293533897,0.0
0.23802546638181427,0.739225076224547,0.8147639369743951,0.0
0.39307009033954576,0.7167668556161898,0.7811103950731036,0.0
0.2963689507197704,0.6467758301385506,0.6099529361111024,0.0
0.3098318632468717,0.7124691184889986,0.7265734590066566,0.0
0.31704015135023256,0.7792120446294389,0.672438695749859,0.0
0.3680533878212005,0.639570546615023,0.5831220534529195,0.0
0.30012297717393194,0.7338400296455254,0.7375350657163852,0.0
0.2502565025545276,0.600109166518848,0.6455598080523286,0.0
0.3351274995304163,0.6162556732772807,0.7075293958441489,0.0
0.24729140510390935,0.7002235063567316,0.6960321751036307,0.0
0.3486229888278627,0.723647071582094,0.7815102050744155,0.0
0.2097864505634327,0.6337304976050926,0.7247086074777538,0.0
0.36120381490448383,0.9211638894392832,0.7302941318262045,0.0
0.3963201410794562,0.7290834750783478,0.6416781562928532,0.0
0.2581739828369943,0.6757908835955995,0.6246687259739774,0.0
0.5071726853338807,0.5769640884444951,0.7172549841329302,0.0
0.2842454507368453,0.7543370358180419,0.6550569670050251,0.0
